sentence1,sentence2,score
A woman is slicing an onion.,A woman is slicing an onion.,0.0
US Hands Over Bagram Prison to Afghan Authorities,US Hands Over Bagram Prison to Afghan Authorities,0.0
I don't believe there was any iceberg at all anywhere near the Titanic.,I don't believe there was any iceberg at all anywhere near the Titanic.,0.0
Relief is in sight for Texans saddled with skyrocketing homeowners insurance premiums.,Relief is in sight for Texans saddled with skyrocketing homeowners insurance premiums.,0.0
A large sheep standing on a hill.,A large sheep standing on a hill.,0.0
A black and white photo of a glass bottle of Coca Cola.,A black and white photo of a glass bottle of Coca Cola.,0.0
A group of youngsters swim in lake water,A group of youngsters swim in lake water,0.0
A man in a blue cap is sitting on a stool under a tree.,A man in a blue cap is sitting on a stool under a tree.,0.0
"DRINKING green tea can dramatically reduce the risk of men contracting prostate cancer, a study by Australian researchers has discovered.","DRINKING green tea can dramatically reduce the risk of men contracting prostate cancer, a study by Australian researchers has discovered.",0.0
Suu Kyi urges party unity amid squabbles,Suu Kyi urges party unity amid squabbles,0.0
A dog runs in the snow.,A dog runs in the snow.,0.0
A woman is straightening her hair.,A woman is straightening her hair.,0.0
US Coast Guard suspends search for missing British sailors,US Coast Guard suspends search for missing British sailors,0.0
A group of river barges with trees in the background.,A group of river barges with trees in the background.,0.0
The great thing about living here is there's space.,The great thing about living here is there's space.,0.0
Shares of Guidant plummeted in trading both on and off the New York Stock Exchange before a news halt was imposed after midday.,Shares of Guidant plummeted in trading both on and off the New York Stock Exchange before a news halt was imposed after midday.,0.0
india accuses pakistan of funding and training the cross-border guerrillas.,india accuses pakistan of funding and training the cross-border guerrillas.,0.0
Detroit eligible for bankruptcy protection: U.S. judge,Detroit eligible for bankruptcy protection: U.S. judge,0.0
A man and a woman laughing.,A man and a woman laughing.,0.0
"U.S., EU Boost Sanctions On Russia","U.S., EU Boost Sanctions On Russia",0.0
A woman is slicing octopus.,A woman is slicing octopus.,0.0
One of the key suspects in the October nightclub bombings that killed more than 200 people in Bali went on trial Monday amid tight security.,One of the key suspects in the October nightclub bombings that killed more than 200 people in Bali went on trial Monday amid tight security.,0.0
A woman is frying shrimp.,A woman is frying shrimp.,0.0
Boeing 787 Dreamliner catches fire; stock takes a beating,Boeing 787 Dreamliner catches fire; stock takes a beating,0.0
UK vote rejects military action,UK vote rejects military action,0.0
"He told the jury Stubbs is a ""cold, calculating killer.""","He told the jury Stubbs is a ""cold, calculating killer.""",0.0
A sheep stands on a hillside.,A sheep stands on a hillside.,0.0
Death toll rises as Kenya mall siege continues,Death toll rises as Kenya mall siege continues,0.0
French Socialist Party wins parliament victory,French Socialist Party wins parliament victory,0.0
A close-up of a yellow school bus.,A close-up of a yellow school bus.,0.0
Imran Khan to contest elections from four NA seats,Imran Khan to contest elections from four NA seats,0.0
Express Scripts ESRX.O shares fell 3.6 percent to close at $66.89 on the Nasdaq.,Express Scripts ESRX.O shares fell 3.6 percent to close at $66.89 on the Nasdaq.,0.0
The black and white cat with yellow eyes lounges in the dirt.,The black and white cat with yellow eyes lounges in the dirt.,0.0
Five killed in Philippines volcano eruption,Five killed in Philippines volcano eruption,0.0
Dining room with wooden dining table set with playmates.,Dining room with wooden dining table set with playmates.,0.0
What conviction would that be?,What conviction would that be?,0.0
The problem likely will mean corrective changes before the shuttle fleet starts flying again.,The problem likely will mean corrective changes before the shuttle fleet starts flying again.,0.0
WikiLeaks begins publishing two million Syria emails,WikiLeaks begins publishing two million Syria emails,0.0
Couple sailing in a small sailboat.,Couple sailing in a small sailboat.,0.0
Israeli soldiers kill Palestinian woman in West Bank,Israeli soldiers kill Palestinian woman in West Bank,0.0
A dog runs through the snow.,A dog runs through the snow.,0.0
China’s new carrier extends military modernization drive,China’s new carrier extends military modernization drive,0.0
A black and tan dog walking through the snow.,A black and tan dog walking through the snow.,0.0
A subway train pulling into the station.,A subway train pulling into the station.,0.0
Jerry Sandusky found guilty in child sex abuse trial,Jerry Sandusky found guilty in child sex abuse trial,0.0
"As a result, Murphy sought to substitute Strier's sister, Ethel Celnik, as the trustee.","As a result, Murphy sought to substitute Strier's sister, Ethel Celnik, as the trustee.",0.0
A dog licks up a baby's drool.,A dog licks up a baby's drool.,0.0
A woman walks her dog down the street.,A woman walks her dog down the street.,0.0
two found dead in swimming pool at essex hotel,two found dead in swimming pool at essex hotel,0.0
"""The executive board decided to refer this to the capitals,"" the Korean Energy Development Organization said.","""The executive board decided to refer this to the capitals,"" the Korean Energy Development Organization said.",0.0
"No, none of those factors account for the recent warming.","No, none of those factors account for the recent warming.",0.0
Originally Posted by Lone Fox You've said that multiple times now.,Originally Posted by Lone Fox You've said that multiple times now.,0.0
People ride up an escalator.,People ride up an escalator.,0.0
The district also sent letters yesterday informing parents of the situation.,The district also sent letters yesterday informing parents of the situation.,0.0
You should put scientists on a pedestal.,You should put scientists on a pedestal.,0.0
Car bombs kill at least 49 in Iraq,Car bombs kill at least 49 in Iraq,0.0
He hasn't been funny since Larry Bud Melman was on the show.,He hasn't been funny since Larry Bud Melman was on the show.,0.0
A man is riding a bicycle.,A man is riding a bicycle.,0.0
A man is running on the road.,A man is running on the road.,0.0
A black headed sheep covered in thick white wool stands in a pasture with other sheep.,A black headed sheep covered in thick white wool stands in a pasture with other sheep.,0.0
What the Pope's butler saw – aide arrested over Vatican leaks,What the Pope's butler saw – aide arrested over Vatican leaks,0.0
Sheryl Crow says has benign brain tumor,Sheryl Crow says has benign brain tumor,0.0
Kangaroo eating.,Kangaroo eating.,0.0
"The lawyer representing Torch Concepts, Rich Marsden did not respond to repeated phone calls.","The lawyer representing Torch Concepts, Rich Marsden did not respond to repeated phone calls.",0.0
"Revenue rose 3.9 percent, to $1.63 billion from $1.57 billion.","Revenue rose 3.9 percent, to $1.63 billion from $1.57 billion.",0.0
There is no freedom of religion.,There is no freedom of religion.,0.0
Discipline against student thought to be key to motive,Discipline against student thought to be key to motive,0.0
A woman slices tofu.,A woman slices tofu.,0.0
Two dogs are playing in the snow.,Two dogs are playing in the snow.,0.0
A man plays the flute.,A man plays the flute.,0.0
Blast kills 11 in northwestern Pakistan,Blast kills 11 in northwestern Pakistan,0.0
"A man in a blue shirt and tan pants is standing in front of a statue of a man, which is in a cobble stone paved plaza.","A man in a blue shirt and tan pants is standing in front of a statue of a man, which is in a cobble stone paved plaza.",0.0
spokesman themba maseko stated as long as administrative papers are in order south africa cannot intervene to prevent weapons being transported through south african territory to zimbabwe.,spokesman themba maseko stated as long as administrative papers are in order south africa cannot intervene to prevent weapons being transported through south african territory to zimbabwe.,0.0
"Five more human cases of West Nile virus, were reported by the Mesa County Health Department on Wednesday.","Five more human cases of West Nile virus, were reported by the Mesa County Health Department on Wednesday.",0.0
If freedom of speech has consequences then it is not free.,If freedom of speech has consequences then it is not free.,0.0
New coronavirus can probably can be passed person to person- WHO,New coronavirus can probably can be passed person to person- WHO,0.0
A boy plays a piano.,A boy plays a piano.,0.0
Nigeria: Nigerian troops swarm after 40 killed in student massacre,Nigeria: Nigerian troops swarm after 40 killed in student massacre,0.0
French unemployment rate rises to 10 percent,French unemployment rate rises to 10 percent,0.0
Two men are playing ping pong.,Two men are playing ping pong.,0.0
Men are falling into a pool.,Men are falling into a pool.,0.0
The black dog is walking through the tall grass.,The black dog is walking through the tall grass.,0.0
A person is cutting an onion.,A person is cutting an onion.,0.0
the north korean government stated if the south korean government participates in the proliferation security initiative program it would result in unspecified catastrophic consequences.,the north korean government stated if the south korean government participates in the proliferation security initiative program it would result in unspecified catastrophic consequences.,0.0
Earthquake of 6.9 magnitude strikes off Indonesia island,Earthquake of 6.9 magnitude strikes off Indonesia island,0.0
Man with blue shirt standing in front of a fountain.,Man with blue shirt standing in front of a fountain.,0.0
A deer jumps over a cyclone fence.,A deer jumps over a cyclone fence.,0.0
A rooster pecks at a dead mouse.,A rooster pecks at a dead mouse.,0.0
"The Saint Sophia Camp hosts religious retreats for children during the summer months as well as other events year round, according to its Web site.","The Saint Sophia Camp hosts religious retreats for children during the summer months as well as other events year round, according to its Web site.",0.0
China stock index futures close higher -- Dec. 4,China stock index futures close higher -- Dec. 4,0.0
A mostly black train on a track.,A mostly black train on a track.,0.0
The man took off his sunglasses while talking.,The man took off his sunglasses while talking.,0.0
there is conflicting opinion as to the extent of damage suffered by the insurgency.,there is conflicting opinion as to the extent of damage suffered by the insurgency.,0.0
A black pit bull dog is running through the dirt.,A black pit bull dog is running through the dirt.,0.0
Woman is adding sugar to meat.,Woman is adding sugar to meat.,0.0
"That's not the Moloch scene, though.","That's not the Moloch scene, though.",0.0
"""What does pressing the number one do?""","""What does pressing the number one do?""",0.0
Are you driving one?,Are you driving one?,0.0
The man danced in the diner.,The man danced in the diner.,0.0
"15 killed, 90 wounded in fresh attacks in Iraq","15 killed, 90 wounded in fresh attacks in Iraq",0.0
A cat is playing a piano.,A cat is playing a piano.,0.0
A gun is being fired.,A gun is being fired.,0.0
A cat is pooping into a toilet.,A cat is pooping into a toilet.,0.0
A person is frying a meat in the pan.,A person is frying a meat in the pan.,0.0
A woman is shooting a gun.,A woman is shooting a gun.,0.0
A man dries his hands.,A man dries his hands.,0.0
a dog is running across the sand with a stick in it's mouth.,a dog is running across the sand with a stick in it's mouth.,0.0
"3 dead, 27 injured in SW China accident","3 dead, 27 injured in SW China accident",0.0
Two boys are driving.,Two boys are driving.,0.0
the soccer player kicked the ball side to side between his legs.,the soccer player kicked the ball side to side between his legs.,0.0
A woman is taking a bath.,A woman is taking a bath.,0.0
Ukraine Fears Russian Invasion,Ukraine Fears Russian Invasion,0.0
A large black bird is sitting in the water.,A large black bird is sitting in the water.,0.0
"The dogs are pulling a man on a type of bike, through the snow.","The dogs are pulling a man on a type of bike, through the snow.",0.0
Muslim Brotherhood supporters die in Egypt clashes,Muslim Brotherhood supporters die in Egypt clashes,0.0
Three men are playing guitars and singing together.,Three men are playing guitars and singing together.,0.0
Excluding legal fees and other charges it expected a loss of between 1 and 4 cents a share.,Excluding legal fees and other charges it expected a loss of between 1 and 4 cents a share.,0.0
Someone is carving a statue.,Someone is carving a statue.,0.0
Dog swimming in the water with a stick in its mouth.,Dog swimming in the water with a stick in its mouth.,0.0
"In 2002, Linksys overtook Cisco Systems as the leading wireless equipment vendor, accounting for 14.1 percent of revenue.","In 2002, Linksys overtook Cisco Systems as the leading wireless equipment vendor, accounting for 14.1 percent of revenue.",0.0
"Air Canada, the largest airline in Canada and No. 11 in the world, has been under court protection from creditors since April 1.","Air Canada, the largest airline in Canada and No. 11 in the world, has been under court protection from creditors since April 1.",0.0
"""He really left us with a smile on his face and no last words ... He gave us each a kiss and that was it,"" she said.","""He really left us with a smile on his face and no last words ... He gave us each a kiss and that was it,"" she said.",0.0
A woman is cutting broccoli.,A woman is cutting broccoli.,0.0
Allen responds to Farrow's abuse claims in letter,Allen responds to Farrow's abuse claims in letter,0.0
The man played his guitar.,The man played his guitar.,0.0
A girl is playing a violin.,A girl is playing a violin.,0.0
Israel detains 37 Palestinians as arrest operation continues,Israel detains 37 Palestinians as arrest operation continues,0.0
Starbucks clears college degree path for workers,Starbucks clears college degree path for workers,0.0
"For the full year period ending June 30, 2003, high-speed lines increased by 45 percent.","For the full year period ending June 30, 2003, high-speed lines increased by 45 percent.",0.0
Jingle Bell Rock by Bobby Helm We are all vessels filled with many wonders.,Jingle Bell Rock by Bobby Helm We are all vessels filled with many wonders.,0.0
"Libya closes borders, declares martial law in south","Libya closes borders, declares martial law in south",0.0
A smiling woman holding a small baby.,A smiling woman holding a small baby.,0.0
A policeman stands in a crosswalk in a city.,A policeman stands in a crosswalk in a city.,0.0
Prosecutor Jim Hardin called the decision a victory for Kathleen Peterson's family.,Prosecutor Jim Hardin called the decision a victory for Kathleen Peterson's family.,0.0
A person sticks their head out of a tent at the top of a mountain.,A person sticks their head out of a tent at the top of a mountain.,0.0
Santorum Romping To Minnesota Victory,Santorum Romping To Minnesota Victory,0.0
A little boy stands with his hands on top of his head,A little boy stands with his hands on top of his head,0.0
A dog standing on a beach with a ball nearby.,A dog standing on a beach with a ball nearby.,0.0
Palestinian leadership condemn Israeli FM call to oust Abbas,Palestinian leadership condemn Israeli FM call to oust Abbas,0.0
NATO says North Korea nuclear test is grave threat to world peace,NATO says North Korea nuclear test is grave threat to world peace,0.0
indian nationals constitute the largest number of foreign inmates in nepal prisons.,indian nationals constitute the largest number of foreign inmates in nepal prisons.,0.0
Defense lawyers had requested a change of venue for two reasons: They argued that massive pretrial publicity had tainted the jury pool against their client.,Defense lawyers had requested a change of venue for two reasons: They argued that massive pretrial publicity had tainted the jury pool against their client.,0.0
Lower than  per cent but not very low.,Lower than  per cent but not very low.,0.0
Egypt votes in new constitution,Egypt votes in new constitution,0.0
People step off a train.,People step off a train.,0.0
US tourist gang-raped in northern India: Police,US tourist gang-raped in northern India: Police,0.0
Muslim Brotherhood supporter dies in Cairo clash,Muslim Brotherhood supporter dies in Cairo clash,0.0
"I am moving on to ask you the question: "" Where ' s the beef "" ?","I am moving on to ask you the question: "" Where ' s the beef "" ?",0.0
Gang violence kills 16 in Venezuelan prison,Gang violence kills 16 in Venezuelan prison,0.0
At least 47 Iranian exiles killed at Iraq's Camp Ashraf,At least 47 Iranian exiles killed at Iraq's Camp Ashraf,0.0
Pro-Russia rebels downed Malaysian plane: Ukraine,Pro-Russia rebels downed Malaysian plane: Ukraine,0.0
Why hate people because they are successful?,Why hate people because they are successful?,0.0
"n.r. mohanty stated that an agreement had been signed between the defense research and development organisation, hindustan aeronautics limited and the indian air force to upgrade india's ageing fleet of mig-27 m aircraft.","n.r. mohanty stated that an agreement had been signed between the defense research and development organisation, hindustan aeronautics limited and the indian air force to upgrade india's ageing fleet of mig-27 m aircraft.",0.0
A kitchendiner with papers laying on the blue clothed dining table.,A kitchendiner with papers laying on the blue clothed dining table.,0.0
Earthquake of 6.3 magnitude strikes off Indonesia island,Earthquake of 6.3 magnitude strikes off Indonesia island,0.0
Wal-Mart estimates more than 100 million Americans visit their stores every week.,Wal-Mart estimates more than 100 million Americans visit their stores every week.,0.0
"She had only a single condition, that the book not be published until her death.","She had only a single condition, that the book not be published until her death.",0.0
china is a member of the ballistic missile club.,china is a member of the ballistic missile club.,0.0
Crowds Gather in Bethlehem for Christmas,Crowds Gather in Bethlehem for Christmas,0.0
the new law attempts to remove any legal obstacles to building more advanced spy satellites and to help innovation in japans's space industry.,the new law attempts to remove any legal obstacles to building more advanced spy satellites and to help innovation in japans's space industry.,0.0
A woman is riding a horse.,A woman is riding a horse.,0.0
"Officials are trying to retrieve the bodies from the water,"" police official J.D. Tambe told Reuters.","Officials are trying to retrieve the bodies from the water,"" police official J.D. Tambe told Reuters.",0.0
Seven foreign workers kidnapped in Nigeria,Seven foreign workers kidnapped in Nigeria,0.0
US: Madoff brother to plead guilty in NY in fraud,US: Madoff brother to plead guilty in NY in fraud,0.0
Questions arise over chemical weapons claims in Syria,Questions arise over chemical weapons claims in Syria,0.0
russia ratified the updated treaty in 2004 but the united states and other nato members have refused to do so arguing that moscow must first fulfill obligations to withdraw forces from georgia and from moldova's separatist region of trans-dniester.,russia ratified the updated treaty in 2004 but the united states and other nato members have refused to do so arguing that moscow must first fulfill obligations to withdraw forces from georgia and from moldova's separatist region of trans-dniester.,0.0
Australian PM Rudd calls Sept. 7 poll,Australian PM Rudd calls Sept. 7 poll,0.0
A man cuts a potato.,A man cuts a potato.,0.0
French election turnout higher than expected,French election turnout higher than expected,0.0
donohue said it is very difficult to manipulate radioactive isotopes without leaving a trail.,donohue said it is very difficult to manipulate radioactive isotopes without leaving a trail.,0.0
"Swartz had sought to have the charges dismissed, saying New Hampshire was the wrong place to charge him.","Swartz had sought to have the charges dismissed, saying New Hampshire was the wrong place to charge him.",0.0
Israel's Peres urges return to peace talks,Israel's Peres urges return to peace talks,0.0
A man is standing on top of rocks overlooking the ocean.,A man is standing on top of rocks overlooking the ocean.,0.0
Originally Posted by anabelle What's wrong with that?,Originally Posted by anabelle What's wrong with that?,0.0
Gunman Among 7 Dead After Florida Apartment Shooting,Gunman Among 7 Dead After Florida Apartment Shooting,0.0
The covert war in Pakistan,The covert war in Pakistan,0.0
Syrian Opposition Council to Establish Envoy in France,Syrian Opposition Council to Establish Envoy in France,0.0
"Cricket-England 155-4 v Australia, fourth test - tea","Cricket-England 155-4 v Australia, fourth test - tea",0.0
"""Our strong preference is to achieve a financial restructuring out of court,"" Mirant CEO Marce Fuller said in a prepared statement early Friday.","""Our strong preference is to achieve a financial restructuring out of court,"" Mirant CEO Marce Fuller said in a prepared statement early Friday.",0.0
The dining room table gets some afternoon sun.,The dining room table gets some afternoon sun.,0.0
This year the Audubon Society once again hosts its annual Christmas Bird Count.,This year the Audubon Society once again hosts its annual Christmas Bird Count.,0.0
Vinnie Jones reveals cancer battle new,Vinnie Jones reveals cancer battle new,0.0
Headlines in major Iranian newspapers on Dec 30,Headlines in major Iranian newspapers on Dec 30,0.0
The department ordered an 18.2 percent reduction for Allstate Texas Lloyds and a 12 percent reduction for State Farm Lloyds.,The department ordered an 18.2 percent reduction for Allstate Texas Lloyds and a 12 percent reduction for State Farm Lloyds.,0.0
The woman droppped eggplant into the pan.,The woman droppped eggplant into the pan.,0.0
A woman is slicing up some meat.,A woman is slicing up some meat.,0.0
A woman is chopping broccoli.,A woman is chopping broccoli.,0.0
A man is running on a field.,A man is running on a field.,0.0
"The songs are on offer for 99 cents each, or $9.99 for an album.","The songs are on offer for 99 cents each, or $9.99 for an album.",0.0
"At the accident scene, the driver was ""covered in blood"" but helped to remove children, Wood said.","At the accident scene, the driver was ""covered in blood"" but helped to remove children, Wood said.",0.0
NSA whistleblower Edward Snowden leaves Hong Kong on flight to Moscow,NSA whistleblower Edward Snowden leaves Hong Kong on flight to Moscow,0.0
'Judge at polls directs voters on Egypt constitution vote','Judge at polls directs voters on Egypt constitution vote',0.0
A child in a red shirt is using a black wake board to splash over a beach wave.,A child in a red shirt is using a black wake board to splash over a beach wave.,0.0
Two trains inside a train station.,Two trains inside a train station.,0.0
I don't see Obama as the lesser of two evils.,I don't see Obama as the lesser of two evils.,0.0
Japan marks one year since quake and tsunami disaster,Japan marks one year since quake and tsunami disaster,0.0
the areva group is the world's largest nuclear engineering firm.,the areva group is the world's largest nuclear engineering firm.,0.0
a little girl is riding a white and grey horse.,a little girl is riding a white and grey horse.,0.0
A woman is swimming in the water.,A woman is swimming in the water.,0.0
Remains of 167 bodies found in Mexican cave,Remains of 167 bodies found in Mexican cave,0.0
The family owns Cheetahs strip clubs here and in Las Vegas.,The family owns Cheetahs strip clubs here and in Las Vegas.,0.0
saudi arabia is an absolute monarchy that has taken steps towards reform.,saudi arabia is an absolute monarchy that has taken steps towards reform.,0.0
The parents want her kept alive; her husband says she never wanted to be kept alive artificially.,The parents want her kept alive; her husband says she never wanted to be kept alive artificially.,0.0
Spanish dilemma gets more acute,Spanish dilemma gets more acute,0.0
Schools that don't meet the testing goals for two years in a row must offer transfers.,Schools that don't meet the testing goals for two years in a row must offer transfers.,0.0
4.1 magnitude quake strikes U.S,4.1 magnitude quake strikes U.S,0.0
french energy and transport company alstom may sign a contract to build a high-speed rail link between beijing and shanghai.,french energy and transport company alstom may sign a contract to build a high-speed rail link between beijing and shanghai.,0.0
Santorum's 3-year-old daughter hospitalized,Santorum's 3-year-old daughter hospitalized,0.0
Romney chooses Ryan as GOP running mate,Romney chooses Ryan as GOP running mate,0.0
Who makes money off google ad sense?,Who makes money off google ad sense?,0.0
Do you notice the nonsensical things you are saying?,Do you notice the nonsensical things you are saying?,0.0
Someone drills a hole in a strip of wood with a power drill.,Someone drills a hole in a strip of wood with a power drill.,0.0
Thousands protest gay marriage in Paris,Thousands protest gay marriage in Paris,0.0
A woman is feeding a man.,A woman is feeding a man.,0.0
Tropical Storm Karen targets US Gulf Coast,Tropical Storm Karen targets US Gulf Coast,0.0
a close up of a small cactus in a pot.,a close up of a small cactus in a pot.,0.0
May Housing Starts Up 6.8%,May Housing Starts Up 6.8%,0.0
fan stated the commission is primarily concerned with the term of future investment in taiwan.,fan stated the commission is primarily concerned with the term of future investment in taiwan.,0.0
U.N. concerned at possible Syria chemical weapons,U.N. concerned at possible Syria chemical weapons,0.0
A black dog is walking on the grass with a stick in it's mouth.,A black dog is walking on the grass with a stick in it's mouth.,0.0
A group of people sitting around a table with food on it.,A group of people sitting around a table with food on it.,0.0
A kid runs in the opposite direction of others who were playing a game.,A kid runs in the opposite direction of others who were playing a game.,0.0
Spanish bailout dilemma gets more acute,Spanish bailout dilemma gets more acute,0.0
Turkey unrest: Unions call for strike over police crackdown,Turkey unrest: Unions call for strike over police crackdown,0.0
Suicide blast kills 1 in Afghan capital,Suicide blast kills 1 in Afghan capital,0.0
"""But I do question the motives of a deskbound president who assumes the garb of a warrior for the purposes of a speech.""","""But I do question the motives of a deskbound president who assumes the garb of a warrior for the purposes of a speech.""",0.0
A lion is walking in an enclosed area.,A lion is walking in an enclosed area.,0.0
A man is playing two pianos.,A man is playing two pianos.,0.0
"The 30-year bond <US30YT=RR> firmed 24/32, taking its yield to 4.18 percent, after hitting another record low of 4.16 percent.","The 30-year bond <US30YT=RR> firmed 24/32, taking its yield to 4.18 percent, after hitting another record low of 4.16 percent.",0.0
He was the Ace of Diamonds in a pack of cards depicting Iraqi fugitives that has been issued to U.S. troops.,He was the Ace of Diamonds in a pack of cards depicting Iraqi fugitives that has been issued to U.S. troops.,0.0
A man is playing baseball.,A man is playing baseball.,0.0
Putin Declares Victory In Russian Presidential Vote,Putin Declares Victory In Russian Presidential Vote,0.0
Five NATO soldiers killed in Afghanistan,Five NATO soldiers killed in Afghanistan,0.0
A young woman with a bracelet is wearing a bikini top and jeans.,A young woman with a bracelet is wearing a bikini top and jeans.,0.0
The settlement taking effect this week was reached less than two months after O'Malley took the helm of the nation's fourth-largest archdiocese.,The settlement taking effect this week was reached less than two months after O'Malley took the helm of the nation's fourth-largest archdiocese.,0.0
Your good friend Mitt.,Your good friend Mitt.,0.0
The man slced through a thick rope with a sword.,The man slced through a thick rope with a sword.,0.0
Large cruise ship floating on the water.,Large cruise ship floating on the water.,0.0
How exactly is Germany being 'punished' for the stupidity of WW?,How exactly is Germany being 'punished' for the stupidity of WW?,0.0
A woman rides an elephant.,A woman rides an elephant.,0.0
West Ham beats Newcastle 2-0 in Premier League,West Ham beats Newcastle 2-0 in Premier League,0.0
Bangladesh building disaster death toll passes 500,Bangladesh building disaster death toll passes 500,0.0
A helicopter lands.,A helicopter lands.,0.0
A woman is adding spices on a meat.,A woman is adding spices on a meat.,0.0
PURE COMMUNISM: You have two cows.,PURE COMMUNISM: You have two cows.,0.0
French-led troops close in on Timbuktu,French-led troops close in on Timbuktu,0.0
China quake: Death toll rises,China quake: Death toll rises,0.0
Death toll climbs to 15 in Indonesia boat sinking,Death toll climbs to 15 in Indonesia boat sinking,0.0
The problem is simpler than that.,The problem is simpler than that.,0.0
He had no intention of apprehending him.,He had no intention of apprehending him.,0.0
A woman is cutting meat.,A woman is cutting meat.,0.0
"Next, Baltimore took Nick Markakis, a left-handed pitcher and outfielder from Young Harris Junior College in Georgia.","Next, Baltimore took Nick Markakis, a left-handed pitcher and outfielder from Young Harris Junior College in Georgia.",0.0
Egyptians vote on Islamist-backed constitution,Egyptians vote on Islamist-backed constitution,0.0
a hp/detijd journalist learned about tno's chemical weapons experiments from the defense ministry's archives.,a hp/detijd journalist learned about tno's chemical weapons experiments from the defense ministry's archives.,0.0
"Along with chip maker Intel, the companies include Sony, Microsoft, Hewlett-Packard, International Business Machines, Gateway, Nokia and others.","Along with chip maker Intel, the companies include Sony, Microsoft, Hewlett-Packard, International Business Machines, Gateway, Nokia and others.",0.0
Four men admit London bombs plot,Four men admit London bombs plot,0.0
The Muslims would say the same thing about the Qur'an.,The Muslims would say the same thing about the Qur'an.,0.0
"""[They] were defined by dedication and courage,"" said the CIA's director George Tenet.","""[They] were defined by dedication and courage,"" said the CIA's director George Tenet.",0.0
the defendants smuggled more than 11 kilograms (24 pounds) of heroin.,the defendants smuggled more than 11 kilograms (24 pounds) of heroin.,0.0
No winners in a war of sanctions,No winners in a war of sanctions,0.0
A man and woman are driving down the street in a jeep.,A man and woman are driving down the street in a jeep.,0.0
"iguaran stated that the detainees will be accused of homicide, criminal collaboration, kidnappings and the funding of terrorism.","iguaran stated that the detainees will be accused of homicide, criminal collaboration, kidnappings and the funding of terrorism.",0.0
The lady cracked two raw eggs.,The lady cracked two raw eggs.,0.0
Pakistan court demands 'blasphemy' rampage answers,Pakistan court demands 'blasphemy' rampage answers,0.0
"The Dow Jones rose 41.61 points Friday, a gain of 0.4% for the day and 0.7% for the week.","The Dow Jones rose 41.61 points Friday, a gain of 0.4% for the day and 0.7% for the week.",0.0
Supreme Court to hear Michigan affirmative action case,Supreme Court to hear Michigan affirmative action case,0.0
iran insists that its nuclear program is for peaceful purposes,iran insists that its nuclear program is for peaceful purposes,0.0
Advancing issues outnumbered decliners about 8 to 5 on the New York Stock Exchange.,Advancing issues outnumbered decliners about 8 to 5 on the New York Stock Exchange.,0.0
Four young men stand still as a car explodes behind them.,Four young men stand still as a car explodes behind them.,0.0
A women sitting at a table drinking with a basketball picture in the background.,A women sitting at a table drinking with a basketball picture in the background.,0.0
Security official killed in Yemen,Security official killed in Yemen,0.0
The white dog runs through the ocean.,The white dog runs through the ocean.,0.0
South Africa holds state funeral for Mandela,South Africa holds state funeral for Mandela,0.0
Turkish Prime Minister signals return to hardline on protesters,Turkish Prime Minister signals return to hardline on protesters,0.0
Tens of thousands line up to cast votes in Bhutan,Tens of thousands line up to cast votes in Bhutan,0.0
putin warned that russia would take retaliatory actions.,putin warned that russia would take retaliatory actions.,0.0
Thai protesters disrupt advance voting,Thai protesters disrupt advance voting,0.0
"Murphy said Strier's sister, Ethel Celnik, was in the courtroom at the time, but Strier was not.","Murphy said Strier's sister, Ethel Celnik, was in the courtroom at the time, but Strier was not.",0.0
Blitzbokke ousted by Fiji,Blitzbokke ousted by Fiji,0.0
A person climbs up a snowy hill while their dog follows.,A person climbs up a snowy hill while their dog follows.,0.0
A child with his hands on his head.,A child with his hands on his head.,0.0
13:23 PSNI 'failed RUC officer families',13:23 PSNI 'failed RUC officer families',0.0
A young boy jumps into a pool with outstretched arms.,A young boy jumps into a pool with outstretched arms.,0.0
I then asked: What are they trying to hide?,I then asked: What are they trying to hide?,0.0
russia had threatened several times to withdraw from the cfe when it was at odds with the united states over u.s. plans to install a missile defense shield in eastern,russia had threatened several times to withdraw from the cfe when it was at odds with the united states over u.s. plans to install a missile defense shield in eastern,0.0
Dutchy Has anyone heard from Dutchy?,Dutchy Has anyone heard from Dutchy?,0.0
"Sorkin, who faces charges of conspiracy to obstruct justice and lying to a grand jury, was to have been tried separately.","Sorkin, who faces charges of conspiracy to obstruct justice and lying to a grand jury, was to have been tried separately.",0.0
Two black dogs in the snow.,Two black dogs in the snow.,0.0
Mourners clash with police in Tunisia,Mourners clash with police in Tunisia,0.0
Obama is Bush's fault.,Obama is Bush's fault.,0.0
The man is drawing.,The man is drawing.,0.0
A man wearing suspenders and sunglasses leaps up in the air with his arms and legs spread out to the side.,A man wearing suspenders and sunglasses leaps up in the air with his arms and legs spread out to the side.,0.0
A panda dog is running on the road.,A panda dog is running on the road.,0.0
A woman is peeling a potato.,A woman is peeling a potato.,0.0
"Byrd, speaking from the Senate floor, said he questioned ""the motives of a deskbound president who assumes the garb of a warrior for purposes of a speech.""","Byrd, speaking from the Senate floor, said he questioned ""the motives of a deskbound president who assumes the garb of a warrior for purposes of a speech.""",0.0
Tokyo stocks close up 0.13pc,Tokyo stocks close up 0.13pc,0.0
Ten killed in Russia coal mine blast,Ten killed in Russia coal mine blast,0.0
